experiment_id,belief_idx,state_idx,help_config_idx_local,belief_mus,belief_sigmas,state,help_config,conducted_datetime_stamp
44,0,3,9,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.684050722001405, -0.9130042358432225], [-0.7436209694633569, -0.7727546759501689], [-0.627672109628726, -0.7923412545678264], [-0.8852962637211316, -0.8718297998459745]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
45,0,4,-1,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]",,
46,0,4,0,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
47,0,4,1,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
48,0,4,2,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
49,0,4,3,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
50,0,4,4,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
51,0,4,5,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
52,0,4,6,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
53,0,4,7,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
54,0,4,8,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
55,0,4,9,"[[-0.732127891955538, -0.7393143055852641], [-0.7193323184754087, -0.8918125757768423], [-0.6291860620511132, -0.5700026578625002], [-0.8711418382622178, -0.8625889633045167]]","[[0.040085807866483636, 0.1105221305975788], [0.03315372206789103, 0.09565434691953964], [0.07960827738201944, 0.12214610877871533], [0.13723838044938816, 0.03322187419489277]]","[[-0.8001255953094586, -0.644416277914486], [-0.731447472513465, -0.7264554372083577], [-0.6056007980130131, -0.6026061623514433], [-0.5632989232708636, -0.8544170241536841]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
56,1,0,-1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]",,
57,1,0,0,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
58,1,0,1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
59,1,0,2,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
60,1,0,3,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
61,1,0,4,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
62,1,0,5,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
63,1,0,6,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
64,1,0,7,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
65,1,0,8,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
66,1,0,9,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.760877996517764, -0.7175983381851363], [-0.850699653047832, -0.5976866932021261], [-0.6251477791016238, -0.7907847396169922], [-0.6314315503463906, -0.5594448343981422]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
67,1,1,-1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]",,
68,1,1,0,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
69,1,1,1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
70,1,1,2,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
71,1,1,3,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
72,1,1,4,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
73,1,1,5,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
74,1,1,6,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
75,1,1,7,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
76,1,1,8,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-0.04152206264537102, -2.151710717397954, 0.23016139969399146, -0.3935411184021839, -1.1770664489448155, -1.9072272341193541]",
77,1,1,9,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.7604953983979537, -0.7183632281056971], [-0.7913114014759827, -0.6111684160841434], [-0.8227545445802572, -0.8312637132961307], [-0.5675900758745933, -0.5745885220241553]]","[-0.5817136755425658, -1.1828179689097773, -1.100633744964785, -2.5881431591602397, 0.7100006250366416, 2.8388135244508157]",
78,1,2,-1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]",,
79,1,2,0,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-1.1394400542031435, -1.3762708605950777, -1.4986783802926864, -1.9327787819254412, 0.6526061314349646, 1.9790220738301263]",
80,1,2,1,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[0.13985251218104958, -0.9037520250816443, -0.624266833942133, 2.4817728482803374, 1.0926462024989965, 2.765600320829904]",
81,1,2,2,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-2.2200080031075915, -1.712958746153362, 0.7020320324934706, 0.3434526088819355, -1.5597298273287117, -2.0125699168814926]",
82,1,2,3,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-0.5166942513811723, -1.2799899240162156, -1.468510569258568, -2.6128918913924357, 0.7473852521223137, 2.6990192163463127]",
83,1,2,4,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-1.8911001991450997, -2.0913184565956104, -0.5032566349073218, -1.6778578701176696, 1.3731166948656053, 0.6945116702962444]",
84,1,2,5,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-0.17574855729422104, -1.741499225716596, -0.4078180247267394, 2.9835248608735654, 1.0071088356305273, -2.8668235395970174]",
85,1,2,6,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[-1.976660543834377, -1.8274583258641919, -1.5862641291286024, -0.7162934499902135, 1.2523837505734137, 0.9836884569645389]",
86,1,2,7,"[[-0.7938650111858442, -0.7622304747124613], [-0.8101988589085196, -0.6023916002849196], [-0.5687295062421821, -0.8008208311222661], [-0.6310882749621085, -0.5736630339229782]]","[[0.11495622886087611, 0.13125476010677634], [0.13964654856301262, 0.05455179827394063], [0.13170828805070492, 0.07687527709073368], [0.1405234336901767, 0.04700004072934548]]","[[-0.6289326986557022, -0.665145720058164], [-0.8729481162637818, -0.5862306479173112], [-0.5888767824606587, -0.9107696241837454], [-0.6568305052618767, -0.5586176540051565]]","[0.0019623889478543937, -0.5772626331362629, -1.1308069385195116, 2.6951641215403996, 0.8645123630897543, -2.7351211652403875]",
